Substância Ativa/DCI,Nome do Medicamento,Forma Farmacêutica,Dosagem,Titular de AIM,Genérico,Estado da AIM,Comercialização
Haloperidol,Haldol Decanoato,Solução injetável,100 mg/1 ml,Essential Pharma Limited,Não,Autorizado,Comercializado
Rivastigmina,Rivastigmina Sandoz,Sistema transdérmico,4.6 mg/24 h,"Sandoz Farmacêutica, Lda.",Sim,Autorizado,Não Comercializado
Ranolazina,Ranolazina ELC,Comprimido de libertação prolongada,375 mg,"ELC Group, s.r.o.",Sim,Autorizado,Não Comercializado
Ramipril,Ramipril Aurovitas,Comprimido,1.25 mg,"Generis Farmacêutica, S.A.",Sim,Autorizado,Não Comercializado
Ginkgo biloba,Gincoben,Comprimido revestido,40 mg,Ipsen Consumer Healthcare,Não,Autorizado,Comercializado
Ginkgo biloba,Gincoben,Solução oral,40 mg/ml,Ipsen Consumer Healthcare,Não,Autorizado,Não Comercializado
Clotrimazol,Gino-Canesten,Comprimido vaginal,100 mg,"Bayer Portugal, Lda.",Não,Autorizado,Comercializado
Lenvatinib,Lenvima,Cápsula,10 mg,Eisai GmbH,Não,Autorizado,Comercializado
Adenosina,Adenosina Kabi,Solução injetável em seringa pré-cheia,12 mg/4 ml,"Fresenius Kabi Pharma Portugal, Lda.",Não,Autorizado,Não Comercializado
Paracetamol,Paracetamol Aurobindo,Comprimido,500 mg,"Generis Farmacêutica, S.A.",Sim,Autorizado,Não Comercializado
Paracetamol,Paracetamol Aurobindo,Comprimido,1000 mg,"Generis Farmacêutica, S.A.",Sim,Autorizado,Não Comercializado
Cefonicida,Monocid,Pó e solvente para solução injetável,500 mg/2 ml,"Decomed Farmacêutica, Lda.",Não,Autorizado,Não Comercializado
Insulina humana (solúvel),Insuman Implantable,Solução para perfusão,400 U.I./ml,Sanofi Aventis Deutschland GmbH,Não,Autorizado,Não Comercializado
Cefonicida,Monocid,Pó e solvente para solução injetável,1000 mg/2.5 ml,"Decomed Farmacêutica, Lda.",Não,Autorizado,Não Comercializado
Alogliptina,Vipidia,Comprimido revestido por película,12.5 mg,Takeda Pharma A/S,Não,Autorizado,Comercializado
Mononitrato de isossorbida,Monoket Retard,Comprimido de libertação prolongada,50 mg,Merus Labs Luxco II S.à.r.l.,Não,Autorizado,Comercializado
Álcool diclorobenzílico + Amilmetacresol,Strepsils,Pastilha,1.2 mg + 0.6 mg,"Reckitt Benckiser Healthcare, Lda.",Não,Autorizado,Comercializado
Alogliptina,Vipidia,Comprimido revestido por película,25 mg,Takeda Pharma A/S,Não,Autorizado,Comercializado
Topotecano,Topotecano Accord,Concentrado para solução para perfusão,4 mg/4 ml,"Accord Healthcare, S.L.U.",Não,Autorizado,Comercializado
Protóxido de azoto + Oxigénio,Ninoxan,Gás medicinal comprimido,50 % + 50 %,"Nippon Gases Portugal Unipessoal, Lda",Não,Autorizado,Comercializado
Citarabina,Citarabina Accord,Solução injetável ou para perfusão,100 mg/ml,"Accord Healthcare, S.L.U.",Sim,Autorizado,Comercializado
Ramipril,Ramipril Jaba,Comprimido,2.5 mg,"Jaba Recordati, S.A.",Sim,Autorizado,Comercializado
Mirtazapina,Mirtazapina Generis,Comprimido orodispersível,45 mg,"Generis Farmacêutica, S.A.",Sim,Autorizado,Comercializado
Mirtazapina,Mirtazapina Aurobindo,Comprimido orodispersível,30 mg,"Generis Farmacêutica, S.A.",Sim,Autorizado,Não Comercializado
Amlodipina,Amlodipina IPCA,Comprimido,5 mg,"IPCA - Produtos Farmacêuticos Unipessoal, Lda.",Sim,Autorizado,Não Comercializado
Atorvastatina + Ezetimiba,Atorvastatina + Ezetimiba Pentafarma,Cápsula,10 mg + 10 mg,"Pentafarma - Sociedade Técnico-Medicinal, S.A.",Não,Autorizado,Comercializado
Atorvastatina + Ezetimiba,Atorvastatina + Ezetimiba Pentafarma,Cápsula,20 mg + 10 mg,"Pentafarma - Sociedade Técnico-Medicinal, S.A.",Não,Autorizado,Comercializado
Dexlansoprazol,Gladexa,Cápsula de libertação modificada,30 mg,"Takeda - Farmacêuticos Portugal, Lda.",Não,Autorizado,Não Comercializado
Dexlansoprazol,Gladexa,Cápsula de libertação modificada,60 mg,"Takeda - Farmacêuticos Portugal, Lda.",Não,Autorizado,Não Comercializado
Amlodipina,Amlodipina IPCA,Comprimido,10 mg,"IPCA - Produtos Farmacêuticos Unipessoal, Lda.",Sim,Autorizado,Não Comercializado
Teicoplanina,Teprocid,Pó e solvente para solução injectável ou para perfusão ou para solução oral,400 mg/3.2 ml,Stasisport Pharma N.V.,Sim,Autorizado,Não Comercializado
Teicoplanina,Tervid,Pó e solvente para solução injectável ou para perfusão ou para solução oral,200 mg/3.2 ml,Stasisport Pharma N.V.,Sim,Autorizado,Não Comercializado
Teicoplanina,Tervid,Pó e solvente para solução injectável ou para perfusão ou para solução oral,400 mg/3.2 ml,Stasisport Pharma N.V.,Sim,Autorizado,Não Comercializado
Toxina botulínica A,Nuceiva,Pó para solução injetável,100 U,Evolus Pharma Limited,Não,Autorizado,Não Comercializado
Metformina + Alogliptina,Vipdomet,Comprimido revestido por película,1000 mg + 12.5 mg,Takeda Pharma A/S,Não,Autorizado,Comercializado
Trióxido de arsénio,Trióxido de Arsénio Mylan,Concentrado para solução para perfusão,1 mg/ml,Mylan Ireland Ltd.,Sim,Autorizado,Comercializado
Esomeprazol,Esomeprazol Demoel,Pó para solução injetável ou para perfusão,40 mg,"Axone, Lda.",Sim,Autorizado,Não Comercializado
Desogestrel + Etinilestradiol,Desogestrel + Etinilestradiol Stallpharma,Comprimido,0.15 mg + 0.02 mg,"Stallpharma, Produtos Farmacêuticos, Lda.",Sim,Autorizado,Não Comercializado
Desogestrel + Etinilestradiol,Desogestrel + Etinilestradiol Stallpharma,Comprimido,0.15 mg + 0.03 mg,"Stallpharma, Produtos Farmacêuticos, Lda.",Sim,Autorizado,Não Comercializado
Pioglitazona + Alogliptina,Incresync,Comprimido revestido por película,45 mg + 25 mg,Takeda Pharma A/S,Não,Autorizado,Não Comercializado
Vacina contra a gripe,Fluad Tetra,Suspensão injetável em seringa pré-cheia,Associação,Seqirus Netherlands B.V.,Não,Autorizado,Não Comercializado
Cimicifuga racemosa (rizoma),Menokor,Comprimido revestido por película,6.5 mg,"Korangi - Produtos Farmacêuticos, Lda.",Não,Autorizado,Não Comercializado
Riluzol,Riluzol Zentiva,Comprimido revestido por película,50 mg,Zentiva k.s.,Não,Autorizado,Não Comercializado
Capecitabina,Capecitabina Teva,Comprimido revestido por película,500 mg,Teva B.V.,Sim,Autorizado,Não Comercializado
Cefixima,Cefixima InnFarm,Comprimido revestido por película,400 mg,"INN Farm, d.o.o",Sim,Autorizado,Não Comercializado
Octocog alfa,Advate,Pó e solvente para solução injetável,250 U.I./2 ml,Takeda Manufacturing Austria AG,Não,Autorizado,Comercializado
Octocog alfa,Advate,Pó e solvente para solução injetável,500 U.I./2 ml,Takeda Manufacturing Austria AG,Não,Autorizado,Comercializado
Octocog alfa,Advate,Pó e solvente para solução injetável,1000 U.I./2 ml,Takeda Manufacturing Austria AG,Não,Autorizado,Comercializado
Octocog alfa,Advate,Pó e solvente para solução injetável,1500 U.I./2 ml,Takeda Manufacturing Austria AG,Não,Autorizado,Não Comercializado
Galantamina,Galantamina Tolife,Cápsula de libertação prolongada,8 mg,"Towa Pharmaceutical, S.A.",Sim,Autorizado,Não Comercializado
Procaína,Procaina Labesfal,Solução injetável,100 mg/5 ml,"Labesfal - Laboratórios Almiro, S.A.",Não,Autorizado,Não Comercializado
Brometo de otilónio,Spasmomen,Comprimido revestido por película,40 mg,"A. Menarini Portugal - Farmacêutica, S.A.",Não,Autorizado,Comercializado
Timolol + Dorzolamida,Duokopt,"Colírio, solução",5 mg/ml + 20 mg/ml,Laboratoires Théa,Não,Autorizado,Comercializado
Nonacog alfa,Benefix,Pó e solvente para solução injetável,3000 U.I./5 ml,Pfizer Europe MA EEIG,Não,Autorizado,Não Comercializado
Albutrepenonacog alfa,Idelvion,Pó e solvente para solução injetável,500 U.I./2.5 ml,CSL Behring GmbH,Não,Autorizado,Comercializado
Albutrepenonacog alfa,Idelvion,Pó e solvente para solução injetável,1000 U.I./2.5 ml,CSL Behring GmbH,Não,Autorizado,Comercializado
Drospirenona + Etinilestradiol,Yasmin,Comprimido revestido por película,3 mg + 0.03 mg,"Bayer Portugal, Lda.",Não,Autorizado,Comercializado
Memantina,Memantina Alter,Comprimido revestido por película,(5 mg)+(10 mg)+(15 mg)+(20 mg),"Alter, S.A.",Sim,Autorizado,Não Comercializado
Lisinopril + Amlodipina,Lisinopril + Amlodipina Zentiva,Comprimido,20 mg + 5 mg,"Zentiva Portugal, Lda.",Sim,Autorizado,Não Comercializado
Ropeginterferão alfa-2b,Besremi,Solução injetável em caneta pré-cheia,500 µg/0.5 ml,AOP Orphan Pharmaceuticals GmbH,Não,Autorizado,Não Comercializado
Olanzapina,Olanzapina Generis,Comprimido orodispersível,20 mg,"Generis Farmacêutica, S.A.",Sim,Autorizado,Não Comercializado
Fentanilo,Fentanilo Aurovitas,Sistema transdérmico,100 µg/h,"Generis Farmacêutica, S.A.",Sim,Autorizado,Comercializado
Prasugrel,Efient,Comprimido revestido por película,5 mg,Substipharm,Não,Autorizado,Não Comercializado
Memantina,Memantina Pharmakern,Comprimido,(5 mg)+(10 mg)+(15 mg)+(20 mg),"Pharmakern Portugal - Produtos Farmacêuticos, Sociedade Unipessoal, Lda.",Sim,Autorizado,Não Comercializado
Sildenafil,Verventi,Comprimido revestido por película,50 mg,Upjohn EESV,Sim,Autorizado,Não Comercializado
Sildenafil,Verventi,Comprimido revestido por película,100 mg,Upjohn EESV,Sim,Autorizado,Não Comercializado
Tramadol + Paracetamol,Tramadol + Paracetamol Generis,Comprimido revestido por película,37.5 mg + 325 mg,"Generis Farmacêutica, S.A.",Sim,Autorizado,Não Comercializado
Ibrutinib,Imbruvica,Comprimido revestido por película,140 mg,Janssen-Cilag International N.V.,Não,Autorizado,Comercializado
Ibrutinib,Imbruvica,Comprimido revestido por película,420 mg,Janssen-Cilag International N.V.,Não,Autorizado,Comercializado
Ramipril,Ramipril Ritisca,Cápsula,1.25 mg,"Generis Phar, Unipessoal Lda.",Sim,Autorizado,Não Comercializado
Furosemida,Furosemida Hikma,Solução injetável ou para perfusão,20 mg/2 ml,"Hikma Farmacêutica (Portugal), S.A.",Sim,Autorizado,Comercializado
Flurazepam,Morfex,Cápsula,15 mg,"Tecnifar - Indústria Técnica Farmacêutica, S.A.",Não,Autorizado,Comercializado
Flurazepam,Morfex,Cápsula,30 mg,"Tecnifar - Indústria Técnica Farmacêutica, S.A.",Não,Autorizado,Comercializado
Metilprednisolona,Metilprednisolona Hikma,Pó para solução injetável,125 mg,"Hikma Farmacêutica (Portugal), S.A.",Sim,Autorizado,Comercializado
Ibrutinib,Imbruvica,Comprimido revestido por película,560 mg,Janssen-Cilag International N.V.,Não,Autorizado,Comercializado
Apraclonidina,Iopidine,"Colírio, solução",2.5 mg/0.25 ml,Essential Pharma Limited,Não,Autorizado,Comercializado
Folitropina alfa,Ovaleap,Solução injetável em cartucho,300 U.I./0.5 ml,Theramex Ireland Limited,Não,Autorizado,Comercializado
Galantamina,Galantamina Tolife,Cápsula de libertação prolongada,16 mg,"Towa Pharmaceutical, S.A.",Sim,Autorizado,Não Comercializado
Galantamina,Galantamina Tolife,Cápsula de libertação prolongada,24 mg,"Towa Pharmaceutical, S.A.",Sim,Autorizado,Não Comercializado
Paricalcitol,Paricalcitol Pharmathen,Solução injetável,2 µg/ml,"Pharmathen, S.A.",Sim,Autorizado,Não Comercializado
Atazanavir,Atazanavir Zentiva,Cápsula,150 mg,"Zentiva Portugal, Lda.",Sim,Autorizado,Não Comercializado
Paricalcitol,Paricalcitol Pharmathen,Solução injetável,5 µg/ml,"Pharmathen, S.A.",Sim,Autorizado,Não Comercializado
Metformina + Vildagliptina,Metformina + Vildagliptina Krka,Comprimido revestido por película,1000 mg + 50 mg,"KRKA d.d., Novo mesto",Sim,Autorizado,Não Comercializado
Melatonina,Melatonina Generis,Comprimido de libertação prolongada,2 mg,"Generis Farmacêutica, S.A.",Sim,Autorizado,Não Comercializado
Etoposido,Etoposido Hikma,Concentrado para solução para perfusão,20 mg/ml,"Hikma Farmacêutica (Portugal), S.A.",Sim,Autorizado,Não Comercializado
Dexametasona,Dexametasona Kabi,Comprimido,4 mg,"Fresenius Kabi Pharma Portugal, Lda.",Não,Autorizado,Comercializado
Infliximab,Inflectra,Pó para concentrado para solução para perfusão,100 mg,Pfizer Europe MA EEIG,Não,Autorizado,Não Comercializado
Metoprolol,Lopresor 100,Comprimido revestido por película,100 mg,"Daiichi Sankyo Portugal, Unipessoal Lda.",Não,Autorizado,Não Comercializado
Gliclazida,Gliclazida GP 80 mg Comprimidos,Comprimido,80 mg,"GP - Genéricos Portugueses, Lda.",Sim,Autorizado,Não Comercializado
Cloreto de suxametónio,Suxametónio Aguettant,Solução injetável em seringa pré-cheia,100 mg/10 ml,"Laboratoire Aguettant, S.A.",Não,Autorizado,Não Comercializado
Terbinafina,Terbinafina Generis Phar,Comprimido,250 mg,"Generis Farmacêutica, S.A.",Sim,Autorizado,Não Comercializado
Cefeprozil,Procef,Comprimido,500 mg,"PharmaSwiss Ceská republika, s.r.o.",Não,Autorizado,Não Comercializado
Levetiracetam,Levetiracetam Aurovitas,Solução oral,100 mg/ml,"Generis Farmacêutica, S.A.",Sim,Autorizado,Não Comercializado
Paliperidona,Paliperidona ratiopharm,Suspensão injetável de libertação prolongada,25 mg,"Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.",Sim,Autorizado,Não Comercializado
Paliperidona,Paliperidona ratiopharm,Suspensão injetável de libertação prolongada,50 mg,"Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.",Sim,Autorizado,Não Comercializado
Imatinib,Imatinib Accord,Comprimido revestido por película,100 mg,"Accord Healthcare, S.L.U.",Sim,Autorizado,Não Comercializado
Ácido alendrónico + Colecalciferol,Ácido alendrónico + Colecalciferol Mylan,Comprimido,70 mg + 5600 U.I.,"Mylan, Lda.",Sim,Autorizado,Comercializado
Ácido tranexâmico,Ácido tranexâmico Generis,Solução injetável,100 mg/ml,Eugia Pharma (Malta) Limited,Sim,Autorizado,Não Comercializado
Acetonido de fluocinolona,Ekzem,"Gotas auriculares, solução em recipiente unidose",0.1 mg/0.4 ml,"Laboratorios Salvat, S.A.",Não,Autorizado,Comercializado
Cefeprozil,Procef,Pó para suspensão oral,250 mg/5 ml,"PharmaSwiss Ceská republika, s.r.o.",Não,Autorizado,Não Comercializado
Ebastina,Ebastina Vir,Comprimido orodispersível,20 mg,"Laboratórios Vir Portugal, Lda.",Sim,Autorizado,Comercializado
Perindopril + Amlodipina,Perindopril + Amlodipina TAD,Comprimido,4 mg + 5 mg,TAD pharma GmbH,Sim,Autorizado,Não Comercializado
Gluconato de cálcio,Gluconato de Cálcio Labesfal 10 % Solução injectável,Solução injetável,97 mg/ml,"Labesfal - Laboratórios Almiro, S.A.",Não,Autorizado,Comercializado
Tadalafil,Tadalafil Bluepharma,Comprimido revestido por película,20 mg,Bluepharma Genéricos - Comércio de Medicamentos S.A.,Sim,Autorizado,Comercializado
Oxicodona + Naloxona,Targin,Comprimido de libertação prolongada,5 mg + 2.5 mg,Mundipharma Farmacêutica Lda,Não,Autorizado,Comercializado
Rabeprazol,Rabeprazol Generis,Comprimido gastrorresistente,20 mg,"Generis Farmacêutica, S.A.",Sim,Autorizado,Não Comercializado
Glucose,Glucosado 20% Braun,Solução para perfusão,200 mg/ml,"B. Braun Medical, Unipessoal Lda.",Não,Autorizado,Comercializado
Colecalciferol,Pravid,Comprimido revestido por película,30000 U.I.,"Laboratórios Atral, S.A.",Não,Autorizado,Comercializado
Cilazapril + Hidroclorotiazida,Cilazapril + Hidroclorotiazida Generis,Comprimido revestido por película,5 mg + 12.5 mg,"Generis Farmacêutica, S.A.",Sim,Autorizado,Comercializado
Olanzapina,Olanzapina Bluepharma,Comprimido orodispersível,10 mg,Bluepharma Genéricos - Comércio de Medicamentos S.A.,Sim,Autorizado,Não Comercializado
Glucose,Glucose 10% Labesfal,Solução para perfusão,100 mg/ml,"Labesfal - Laboratórios Almiro, S.A.",Não,Autorizado,Comercializado
Glucose + Cloreto de sódio,"Glucose 2,5% com Cloreto de Sódio 0,45% Labesfal",Solução para perfusão,25 mg/ml + 4.5 mg/ml,"Labesfal - Laboratórios Almiro, S.A.",Não,Autorizado,Não Comercializado
Gemcitabina,Gemcitabina Hikma,Concentrado para solução para perfusão,38 mg/ml,"Hikma Farmacêutica (Portugal), S.A.",Não,Autorizado,Não Comercializado
Folitropina alfa,Ovaleap,Solução injetável em cartucho,450 U.I./0.75 ml,Theramex Ireland Limited,Não,Autorizado,Comercializado
Folitropina alfa,Ovaleap,Solução injetável em cartucho,900 U.I./1.5 ml,Theramex Ireland Limited,Não,Autorizado,Comercializado
Alfacalcidol,Etalpha,Cápsula,1 µg,Cheplapharm Arzneimittel GmbH,Não,Autorizado,Comercializado
Afatinib,Giotrif,Comprimido revestido por película,20 mg,Boehringer Ingelheim International GmbH,Não,Autorizado,Comercializado
Macrogol + Bicarbonato de sódio + Cloreto de potássio + Cloreto de sódio,Movicol,Pó para solução oral,Associação,"Norgine Portugal Farmacêutica Unipessoal, Lda.",Não,Autorizado,Comercializado
Afatinib,Giotrif,Comprimido revestido por película,30 mg,Boehringer Ingelheim International GmbH,Não,Autorizado,Comercializado
Ciclosporina,Sandimmun,Concentrado para solução para perfusão,50 mg/ml,"Novartis Farma - Produtos Farmacêuticos, S.A.",Não,Autorizado,Comercializado
Fluoreto de sódio,Maxfluor,Solução bucal,2 mg/ml,"Labesfal - Laboratórios Almiro, S.A.",Não,Autorizado,Comercializado
Epirrubicina,Epirrubicina Hikma,Solução injetável,2 mg/ml,"Hikma Farmacêutica (Portugal), S.A.",Sim,Autorizado,Comercializado
Iodeto (131I) de sódio,I-131-S-2,Solução injetável,111 MBq/ml,Cis Bio International,Não,Autorizado,Não Comercializado
Ibuprofeno,Inoflon,Cápsula,200 mg,"Labialfarma - Laboratório de Produtos Farmacêuticos e Nutracêuticos, S.A.",Não,Autorizado,Não Comercializado
Lactulose,Duphalac,Xarope,10 g/15 ml,"BGP Products, Unipessoal Lda.",Não,Autorizado,Comercializado
Afatinib,Giotrif,Comprimido revestido por película,40 mg,Boehringer Ingelheim International GmbH,Não,Autorizado,Comercializado
Iobenguano (131I),"Iobenguano [131 I] para Terapêutica, Solução Injectável, Cis bio International",Solução injetável,370 MBq/ml,Cis Bio International,Não,Autorizado,Não Comercializado
Palonossetrom,Palonossetrom Fresenius Kabi,Solução injetável,0.25 mg/5 ml,"Fresenius Kabi Pharma Portugal, Lda.",Sim,Autorizado,Comercializado
Palonossetrom,Palonossetrom Fresenius Kabi,Solução injetável em seringa pré-cheia,0.25 mg/5 ml,"Fresenius Kabi Pharma Portugal, Lda.",Não,Autorizado,Não Comercializado
Desogestrel,Desogestrel Mylan,Comprimido,0.075 mg,"Mylan, Lda.",Sim,Autorizado,Não Comercializado
Montelucaste,Singulair,Comprimido para mastigar,5 mg,"Organon Portugal, Sociedade Unipessoal, Lda.",Não,Autorizado,Comercializado
Ivabradina,Procoralan,Comprimido revestido por película,5 mg,Les Laboratoires Servier,Não,Autorizado,Comercializado
Deflazacorte,Deflazacorte Azevedos,Comprimido,6 mg,"Laboratórios Azevedos - Indústria Farmacêutica, S.A.",Sim,Autorizado,Comercializado
Micofenolato de mofetil,Micofenolato de Mofetil Aristo,Cápsula,250 mg,"Aristo Pharma Iberia, SL",Sim,Autorizado,Comercializado
Micofenolato de mofetil,Micofenolato de Mofetil Aristo,Comprimido revestido por película,500 mg,"Aristo Pharma Iberia, SL",Sim,Autorizado,Comercializado
Clozapina,Clozapina Ritisca,Comprimido,25 mg,"Generis Phar, Unipessoal Lda.",Sim,Autorizado,Não Comercializado
Clozapina,Clozapina Ritisca,Comprimido,100 mg,"Generis Phar, Unipessoal Lda.",Sim,Autorizado,Não Comercializado
Hidroclorotiazida,Hidroclorotiazida Bluefish,Comprimido,12.5 mg,Bluefish Pharmaceuticals AB,Não,Autorizado,Não Comercializado
